sample_category,question,answer,summary
[13],귀하가 최근 3년 이내에 공동(조직) 또는 타인의 이익을 위하여 나에게 예상되는 손해(피해)를 감수하고 일을 수행한 경험이 있다면 구체적으로 그 과정과 결과에 대하여 기술하여 주십시오.,"[새로운 휴식문화를 만들다]작년 초부터 개인적으로 학부 학생휴게실에 커피 자판기를 설치하고 관리해오고 있습니다. 학생들은 커피를 마시기 위해 먼 거리의 카페까지 가야 하는 불편함이 있었습니다. 저는 창고에 커피 자판기가 방치되어 있는 것을 보고, 이 자판기를 사용하면 학생들의 불편함을 해소할 수 있을 것이라 생각하였습니다.하루에 한 번 재료보충, 청소, 관리를 하였고, 시험 기간에는 사용량이 많아 하루에 한 번 이상 관리를 했습니다. 단 한 번이라도 관리가 되지 않으면 학생들이 불편을 겪을 것이라는 책임감을 가지게 되어, 수업이 없더라도 매일 학교에 와서 관리를 하였습니다.성실히 관리한 결과, 타 학과 학생들도 이용할 정도로 반응이 좋았습니다. 지금은 학부의 하나의 휴식 문화가 되었습니다.","작년 초부터 개인적으로 학부 학생휴게실에 커피 자판기를 설치하고 관리해오고 있습니다. 재료보충, 청소, 관리를 하였고 시험 기간에는 하루에 한 번 이상 관리를 하였습니다. 관리한 결과, 타 학과 학생들도 이용할 정도로 반응이 좋았습니다."
[13],가장 강한 소속감을 느낀 조직에서 공동의 목표 달성 혹은 문제 개선을 위해 노력했던 경험을 작성해 주시기 바랍니다. ,"제가 가장 큰 소속감과 보람을 느꼈던 조직은, 2016년에 활동한 교내 봉사 중앙동아리입니다. 장애아동과 OOO 학생 봉사자가 1:1 혹은 1:2로 짝을 지어 다양한 프로그램을 함께했는데, 장애아동마다 연령, 장애 정도 및 성격이 각기 달랐습니다, 이에 성공적인 활동을 위해서는 각 아동의 특성에 맞는 적합한 봉사자가 매칭되는 것이 필수적이었습니다. 하지만 기존까지는 매칭을 주도하는 운영진들의 주관적 느낌에 따라 배치가 이루어졌고, 매 학기 크고 작은 문제와 불만족이 끊이지 않아왔습니다. 2016년 8월 대표로 임기를 시작한 저는, 보다 객관적이고 과학적인 방향으로 개선을 시도하였습니다.우선, 각 어린이별로 담당 봉사자가 갖추어야 할 역량과 성향을 설정하고, 아동 보호자분들의 검수를 받아 확정하였습니다. 다음으로, 이를 효과적으로 판별하기 위한 10개 가량의 문항으로 이루어진 간단한 검사지를 제작하였습니다. 테스트 결과를 취합하고 엑셀로 정리하여 매칭을 완료한 후에는, 당사자인 회원들의 의견과 피드백을 받는 절차를 밟아 최종 확정하였습니다. 이처럼 정량적이고 객관적인 기준을 도입한 결과, 구성원들의 만족도가 이전 학기보다 훨씬 높아졌다는 피드백을 받을 수 있었습니다. 임기를 마치고 대표에서 내려오면서는 차후 활동에서도 유용하게 쓰이길 바라는 마음으로, 성향 테스트의 도입 취지와 주의사항 및 문항 개선 아이디어 등을 인수인계하였습니다","2016년 대표로 임기를 시작한 저는, 보다 객관적이고 과학적인 방향으로 개선을 시도하였습니다. 우선, 각 어린이별로 담당 봉사자가 갖추어야 할 역량과 성향을 설정하고, 아동 보호자분들의 검수를 받아 확정하였습니다. 이처럼 정량적이고 객관적인 기준을 도입한 결과, 구성원들의 만족도가 이전 학기보다 훨씬 높아졌다는 피드백을 받을 수 있었습니다."
[13],"혼자 하기 어려운 일에서 다양한 자원 활용, 타인의 협력을 최대한으로 이끌어 내며, Teamwork를 발휘하여 공동의 목표 달성에 기여한 경험에 대해 서술해 주십시오.","저는 난관에 부딪히면 포기하는 것이 아니라, 열악한 상황에서도 할 수 있다는 믿음을 항상 되새기며 목표를 달성하기 위해 노력합니다.미술 동아리 인원 및 학교 학생들과 벽화 작업을 위한 봉사활동에 참여한 적이 있습니다. 한 여름의 무더운 야외에서 100미터가 넘는 방파제에 벽화 작업을 하는 것은 미술에 대한 감각과 많은 노동을 필요로 했습니다. 봉사활동에 참여한 대부분의 사람들은 미술에 대한 경험이 없었기 때문에 작업이 더딜 수 밖에 없었습니다. 가장 걱정이 되었던 부분은 계속된 우천으로 인해 페인트가 번져서 작업을 할 수 없었던 것이었습니다. 저를 포함한 미술 동아리 회원들은 최대한 작업을 마무리하고자 틈틈이 작업을 진행하였습니다. 날씨가 좋을 때는 페인트 작업을 하고, 비가 올 때는 밑그림을 그려가면서 할 수 있다는 가능성을 보여주기 위해 노력하였습니다. 다른 팀원들은 저희를 수긍하게 되었고, 궂은 날씨에도 모두 적극적으로 벽화 작업에 참여하였습니다. 저는 밑그림부터 페인트로 채색하는 방법까지 알려주고, 서로 격려하며 할 수 있다는 자신감을 가질 수 있도록 도와주었습니다. 각자 맡은 일에 대한 책임감을 가지고 작업의 속도를 높였고, 어느 정도 그림의 윤곽이 드러나기 시작했습니다. 저의 걱정과는 달리 점점 완성되어 가는 벽화를 보며 뿌듯함에 가슴이 벅 차 올랐습니다. 결과적으로 봉사활동 기간 동안 목표로 했던 100미터의 방파제에 벽화 작업을 마무리 할 수 있었습니다.봉사활동을 계기로 미술 동아리 회원이 2배 이상 증가하는 결과를 얻을 수 있었고, 지역 신문에 벽화가 실릴 정도로 노력을 인정 받았습니다. 이를 계기로 끝까지 포기하지 않는 자세의 중요성에 대해 알게 되었고, 꾸준한 도전을 통해 원하는 목표에 도달 할 수 있음을 몸소 깨닫게 되었습니다.","미술 동아리 인원 및 학교 학생들과 벽화 작업을 위한 봉사활동에 참여한 적이 있습니다. 봉사활동을 계기로 미술 동아리 회원이 2배 이상 증가하는 결과를 얻을 수 있었고, 지역 신문에 벽화가 실릴 정도로 노력을 인정 받았습니다. 이를 계기로 끝까지 포기하지 않는 자세의 중요성에 대해 알게 되었고, 꾸준한 도전을 통해 원하는 목표에 도달 할 수 있음을 몸소 깨닫게 되었습니다."
[13],"경쟁과 협력 중 어느 것이 더 중요하다고 생각하시는지 한가지를 선택하여 견해를 제시하고, 왜 그렇게 생각하는지 본인의 경험을 사례로 들어 기술하여 주십시오","""공감 형성을 통한 설득, 그리고 협력""경쟁과 협력 중 제가 더 중요하게 생각하는 가치는 협력입니다. 협력은 다양한 사람들이 함께 수행하는 일이기에 처음엔 처리 속도가 더디고, 크고 작은 의견차가 발생할 수 있습니다. 하지만 이러한 과정을 극복하고 공동의 목표를 달성하는 데 의미가 더 크다고 생각하며, 이를 통해 시너지를 달성할 수 있다고 생각합니다. 저는 이러한 협업의 가치를 몸소 체험한 경험이 있습니다.대학 시절 스마트폰 교육봉사를 진행하며, 팀원들과 함께 교안을 제작했습니다. 당시 봉사단장이었던 저는 멤버들과 함께 파트를 나눠 교안을 제작하고, 그 후 하나로 통합하여 교재로 만드는 역할을 맡았습니다. 하지만 이 과정서 크고 작은 문제들이 발생했습니다. PPT 순서와 구성이 제각각이었고, 무엇보다 각자 사용하는 휴대전화 기종이 달랐기 때문에, 일관성 있게 교안을 제작하기 힘들었습니다. 이대로 교재를 만들어 사용한다면 교육생들의 이해가 어려울 것으로 생각했습니다. 문제 해결을 위해 저는 팀원들과 함께 회의를 진행하며, 앞선 문제점들을 설명했습니다. 교재 통합에 있어 제가 감수해야 하는 불편함을 토로하는 것이 아닌, 교육생들의 입장에서 설명했고 팀원들도 이를 공감했습니다. 그래서 먼저 매뉴얼을 구성하고 이에 맞춰 교안을 제작하기로 의견을 모았습니다. 우선 휴대전화 기종 문제를 해결하기 위해 봉사 센터장님께 부탁하여 휴대전화를 갖추었습니다. 이후 매뉴얼에 따라 PPT 서식을 비롯해 전반적인 교안 구성 등을 통일성 있게 맞추어 나갔습니다. 그 결과 일관성 있고 체계화된 교안을 제작하여 수업에 사용할 수 있었고, 추후 교육생분들에게 교재 설문조사를 통해 높은 만족도를 확인할 수 있었습니다.위 경험으로 진정성 있는 설득을 통한 해결책 제시는 공동의 목표 달성에 핵심이라는 것을 깨달았습니다. 입사 후, 항상 고객과 조직의 관점에서 Solution을 제시하고, 이를 통해 협업정신을 이끌어 내는 교보생명의 영업관리자가 되겠습니다.","협력은 다양한 사람들이 함께 수행하는 일이기에 처음엔 처리 속도가 더디고, 크고 작은 의견차가 발생할 수 있습니다. 하지만 이러한 과정을 극복하고 공동의 목표를 달성하는 데 의미가 더 크다고 생각하며, 이를 통해 시너지를 달성할 수 있다고 생각합니다. 저는 이러한 협업의 가치를 몸소 체험한 경험이 있습니다. 대학 시절 스마트폰 교육봉사를 진행하며, 팀원들과 함께 교안을 제작했습니다."
[13],"귀하가 최근 3년 이내에 귀하가 속한 조직(팀, 동아리 등)을 위해 헌신적인 노력을 다한 경험과 그 경험을 통해 귀하가 얻은 것이 있다면 구체적으로 기술하여 주십시오.","""학과의 중심에 서다.""학생회를 자원하여 1년간 이끌었습니다.우리는 1등을 목표로 하는 것이 아니라 다 같이 참여하고 서로 즐거울 수 있는 것에 중점을 두어 여러 행사를 진행하면서 한 달 전부터 일정을 짜고 참석여부를 알아본 뒤 이벤트를 준비했습니다.순조로운 듯했으나 참석여부를 번복하고 예약한 장소에서 사정이 생겨 취소해야 하는 상황이 발생했습니다.그러나 다 같이 회의를 해서 다른 장소를 알아보고 방문하여 꼼꼼히 확인한 뒤 예약을 했습니다.이렇게 철저한 준비로 학과 전체가 즐거운 생활을 할 수 있었고 유종의 미를 거둘 수 있었습니다.학생회를 하면서 역량을 기르고 리더십과 책임감을 발휘하여 학과를 운영하여 혼자가 아닌 팀으로 하여 더 효율적이고 강한 응집과 결속력을 다질 수 있었습니다.",학생회를 자원하여 1년간 이끌었습니다. 우리는 1등을 목표로 하는 것이 아니라 다 같이 참여하고 서로 즐거울 수 있는 것에 중점을 두어 여러 행사를 진행하면서 한 달 전부터 일정을 짜고 참석여부를 알아본 뒤 이벤트를 준비했습니다.
[13],"이제까지 가장 강하게 소속감을 느꼈던 조직은 무엇이었으며, 그 조직의 발전을 위해 헌신적으로 노력했던 것 중 가장 기억에 남는 경험은 무엇입니까? 개인적으로 더 많은 노력을 기울였던 일과 그 때 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오.","""아이들을 사랑으로 보듬어 주기 위한 결정""oooo재단에서 실시하는 교육기부사업에 참여한 경험이 있습니다. 이 활동은 지역아동센터에서 집안 사정으로 교육의 기회를 부여받지 못하는 아이들에게 수업도 진행하고 여러 활동을 하며 아이들을 보살펴주는 활동이었습니다.새로운 도전이라는 점에서 설레는 순간이었지만 아이들을 가르치거나 돌보아 준 경험이 없기에 조금은 두려웠습니다. 아동센터에는 많은 아이들이 있었습니다. 첫 1주일은 힘든 기간이었습니다. 생각보다 말을 듣지 않는 아이들로 인해 스트레스받기도 하고 어떻게 해야 하는지 많이 고민하게 되었습니다.2주, 3주를 아이들과 함께 하면서 모든 아이들이 부모님들이 주지 못한 관심을 선생님들에게서 받고 싶어 각자의 방식대로 표현하고 있다는 것을 깨달았습니다. 그저 표현방식이 서툴러서 말을 듣지 않기도 하고 대들기도 했지만 모두 관심이 필요한 아이들이었습니다. 그렇게 3달 동안 수학, 과학 수업도 하고 지역 탐방, 극장 탐방, 체육활동 등을 하면서 아동센터에 많은 정이 들었습니다.제가 다니던 센터는 인력이 많이 부족한 상태였습니다. 봉사자들이 많이 필요한 상황에서 약속했던 기간인 3개월이 되었고 봉사 연장 의지가 없었던 저는 고민에 빠지게 되었습니다. 다음 학기에 있을 많은 전공수업을 들으면서 봉사에 참여할 자신이 없었지만 아이들을 보듬어줄 사람이 없다는 사실에 센터에 제가 필요하다는 사실을 인지하게 되었습니다. 고민 끝에 사랑받고 자라야 할 미래의 새싹들을 위해 학업과 봉사를 동시에 해보기로 결정했습니다. 원장님께 봉사 연장 의지를 말씀드렸고 매우 기뻐하시며 고맙다는 말을 하셨습니다. 그 결과 센터의 인력 부족은 어느 정도 해결되었고 저는 후임 봉사자가 올 때까지 아이들을 사랑으로 보듬어 주었습니다.이러한 조직을 위한 헌신적인 노력은 SK하이닉스에 입사하여 내 기업을 우선적으로 생각하는 인재가 될 수 있도록 해줄 것입니다. 입사 후 회사, 직장동료들에 대한 애정을 가지고 직장생활을 하겠습니다.","""아이들을 사랑으로 보듬어 주기 위한 결정""oooo재단에서 실시하는 교육기부사업에 참여한 경험이 있습니다. 이 활동은 지역아동센터에서 집안 사정으로 교육의 기회를 부여받지 못하는 아이들에게 수업도 진행하고 여러 활동을 하며 아이들을 보살펴주는 활동이었습니다."
[13],조직의 이익을 위해 남들이 꺼리는 일을 자발적으로 수행한 경험을 적어주세요,"""중국인에게 향수 시향을 권하다""작년12월 OO OO백화점 OO 뷰티 팝업스토어에서 프로모터로 근무 시, 행사장 외부로부터 하루 약 100명의 중국 고객을 끌어들였습니다. 당시 약 20명의 프로모터가 함께 일했고, 행사장에는 하루 3회의 메이크업 쇼가 있었습니다. 담당자 말에 따르면 중국 고객 한 명당 구매금액이 크기 때문에, 메이크업 쇼 때 잠재적 고객들을 유인하는 게 중요했습니다. 행사장이 구석에 위치해 사람 모으는 일이 쉽지 않았고, 중국어가 가능했던 저는 행사기간 내내 전단을 나눠주는 핸드빌 업무를 자원했습니다. 인기 제품인 자도르 향수를 들고 행사장 밖에서 지나가는 사람들에게 시향을 권유했습니다. 크리스마스 한정판 립스틱을 보여주며 친절히 설명도 하니, 전단만 나눠줄 때 보다 중국인들이 관심을 더 보였습니다. 결과적으로 행사는 하루 7천만원에서 1억의 성공적 매출고를 올렸습니다. 비록 보너스같은 물질적인 보상은 없었지만 직원들 모두 수고해줘서 고맙다고 했고, 좋은 결과가 나온 걸 보니 저도 기분이 좋았습니다. 또 이후 다른 알바 등 조직활동에 있어서도 적극적으로 일하는 자세를 가지게 되었습니다.","작년 12월 OO OO백화점 OO 뷰티 팝업스토어에서 프로모터로 근무 시, 행사장 외부로부터 하루 약 100명의 중국 고객을 끌어들였습니다. 행사장이 구석에 위치해 사람 모으는 일이 쉽지 않았고, 중국어가 가능했던 저는 행사기간 내내 전단을 나눠주는 핸드빌 업무를 자원했습니다. 결과적으로 행사는 하루 7천만원에서 1억의 성공적 매출고를 올렸습니다."
[13],팀워크/협력,"신입생 때 동기들과 함께 4학년 선배님들의 나이팅게일 선서식 축하공연을 하였습니다. 노래에 맞춰 단체율동을 준비했는데, 몇몇 동기들이 동작, 동선을 어려워해 문제가 생겼습니다. 저 또한 단체율동에 익숙하지 않은 터라 난감하였지만 동기들과 1:1 맞춤 코칭으로 동선을 짜고 어려운 동작을 동기들의 몸동작에 맞게 서로 보완해가며 3주 간 노력한 결과, 행사당일 화합과 협동으로 멋진 공연을 펼쳐 선배님들과 교수님들께 많은 박수를 받았습니다.","신입생 때 선배님들의 나이팅게일 선서식 축하공연을 하였습니다. 단체율동에 익숙하지 않았지만 동기들과 1:1 맞춤 코칭으로 3주 간 노력한 결과, 행사당일 화합과 협동으로 멋진 공연을 펼쳐 선배님들과 교수님들께 많은 박수를 받았습니다."
[13],조직의 이익을 위해 남들이 꺼리는 일을 자발적으로 수행한 경험에 대해 서술하여 주십시오.,"""열정, OOOO박스 발주 증대""OOOOOO에서 약 1년간 파트타이머로 근무하며, 고객에 대한 애정으로 이벤트 제품의 발주량을 높인 경험이 있습니다. 점주님으로부터 'OOOO박스' 이벤트가 진행된다는 소식을 접하게 되었습니다. 점주님은 최소한의 발주를 넣어 재고 리스크를 줄이고자 하셨고, 매니저님은 발주량을 늘리고자 하셨습니다. 두 입장 모두 공감했던 만큼, 리스크를 줄이면서 많은 고객분께 즐거움을 선사할 방안을 모색했습니다.아파트 단지 내에 있는 매장의 특성상, 오프라인의 홍보 효과가 높은 주부 고객분들이 대다수였습니다. 단골손님 대상으로 랜덤박스 이벤트에 대해 안내해드리고, 당일 구매 의사를 조사하여 최소 판매량을 예상할 것을 제안했습니다.하지만 다른 직원분들은 고객 응대 시간이 길어지는 것을 이유로 꺼려하셨습니다. 이에 '많은 분들이 혜택을 누렸으면'하는 마음에, 매니저님과 단 둘이 안내를 시작했습니다. 5일 간의 데이터를 정리하여 점주님께 '예상 최소 판매량'을 전달드렸습니다. 점주님께서 30개의 발주를 진행하셨고, 1시간 만에 재고가 소진되어 점주님께서 '애써줘서 고맙다'는 말씀을 해주셨습니다.",OOOOOOO에서 파트타이머로 근무하며 이벤트 제품의 발주량을 높인 경험이 있습니다. 점주님으로부터 'OOOO박스' 이벤트가 진행된다는 소식을 접하게 되었습니다. 리스크를 줄이면서 많은 고객분께 즐거움을 선사할 방안을 모색했습니다. 5일 간의 데이터를 정리하여 점주님께 '예상 최소 판매량'을 전달드렸습니다.
[13],가장 강한 소속감을 느꼈던 조직과 그 조직의 발전을 위해 헌신적으로 노력했던 경험에 대해 작성해 주시기 바랍니다.,"""조직을 위한 헌신과 노력""조직을 위해 헌신하고 열정을 다해 노력한 경험이 있습니다.학부 시절, '건설프로젝트기획및개발'이라는 대형 팀 프로젝트의 조장을 맡았던 경험이 있습니다. 그 수업은 각자 발주처, CM, 설계팀 중 한 역할을 배정받고 집중적으로 학습한 뒤 하나의 큰 건축프로젝트를 완성하는 수업이었습니다.하지만 초중반부터 조원들끼리 일 처리 방식, 의견 대립 등 이견 다툼이 있었습니다. 조원들 모두 공동의 목표를 달성하기 위해 열심히 하려고 보니 생기게 되는 당연한 과정이라 생각하였습니다. 이를 해결하는 것 또한 조장의 책임이라 생각하여 다음과 같이 조처를 했습니다.1. 개개인의 의견을 경청하고 최대한 수용개인적으로 연락을 취했을 때 각 조원의 의견을 정확하게 이해할 수 있었습니다.2. 회식을 통해 조원 간 정서적 유대감 형성 및 오해 풀기이 방법으로 조원들이 인턴 및 기사 자격증 준비로 인해 상당히 예민해져 있었음을 알 수 있었습니다.3. 조장으로서 가장 많은 업무 자처솔선수범함을 보여준다면 저를 믿고 열심히 해줄 것으로 판단하였습니다.저의 헌신하는 모습을 보고 팀들은 더욱 뭉치며 적극적으로 움직여주었습니다. 프로젝트 완성을 무사히 마쳤으며, 저희 팀은 결국 4팀 중 1위를 차지할 수 있었습니다. 이러한 저의 행동들과 경험을 바탕으로 대우건설에 헌신하고 열정을 다하는 사원이 되겠습니다.","학부 시절, '건설프로젝트기획및개발'이라는 대형 팀 프로젝트의 조장을 맡았던 경험이 있습니다. 그 수업은 각자 발주처, CM, 설계팀 중 한 역할을 배정받고 집중적으로 학습한 뒤 하나의 큰 건축프로젝트를 완성하는 수업이었습니다."
[13],"혼자 하기 어려운 일에서 다양한 자원 활용, 타인의 협력을 최대한으로 이끌어 내며, Teamwork를 발휘하여 공동의 목표 달성에 기여한 경험에 대해 서술해 주십시오.","""갈등 해결을 위한 노력""기계공학부와 저희 학과 동아리 연합 팀을 구성하여 ‘전기자동차 제작 대회’ 참가를 준비할 때였습니다. 동아리 회원들 각자의 사정으로 대회 참가를 위한 최소인원을 채우지 못해 대회참가가 불가능하게 되었습니다. 이 때문에 기계공학부 팀원과 갈등이 생겼습니다.두 동아리 사이의 갈등인 만큼 개인의 노력으로는 갈등을 해결할 수 없다고 생각하였습니다. 따라서 동아리 팀원과 갈등 해결을 위한 토의를 거친 후, 먼저 대회참가가 불가능하다고 판단한 후 신속히 담당 교수님께 이 사실 말씀드렸습니다. 다음으로 기계공학부 팀과 갈등을 해결하기 위해 두 학과의 팀원을 소집하여 회의를 제안하였습니다. 동아리의 팀장인 만큼 동아리를 대표하여 진심 어린 사과와 양해를 구하고, 대회참가에 많은 열의를 가지고 있었던 기계공학부 동아리 팀원에게 전기자동차 부문이 아닌 내연기관을 이용한 일반 자동차 부문의 참가를 권유하였고 저희 팀원을 교대로 파견하여 대회준비를 하는 데 적극적으로 도와줄 것을 제안하였습니다. 그 결과 두 팀 간의 갈등을 해결하여 기계공학부 팀은 대회에 참가할 수 있었습니다.",기계공학부와 저희 학과 동아리 연합 팀을 구성하여 전기자동차 제작 대회 참가를 준비할 때였습니다. 동아리 회원들 각자의 사정으로 대회참가를 위한 최소인원을 채우지 못해 대회참가가 불가능하게 되었습니다. 이 때문에 기계공학부 팀원과 갈등이 생겼습니다. 갈등 해결을 위해 두 학과의 팀원을 소집하여 회의를 제안하였습니다.
[13],"이제까지 가장 강하게 소속감을 느꼈던 조직은 무엇이었으며, 그 조직의 발전을 위해 헌신적으로 노력했던 것 중 가장 기억에 남는 경험은 무엇입니까? 개인적으로 더 많은 노력을 기울였던 일과 그 때 했던 행동과 생각, 결과에 대해 최대한 구체적으로 작성해 주십시오.","[전통과 새로움 사이에서 얻은 깨달음]2년간 독서토론 동아리에서 활동한 적이 있습니다. 회장으로 일하던 중 토론에 대한 피드백 방식에 문제점이 있다는 것을 느꼈습니다. `사암`이라는 동아리는 올 해로 50년이 된 동아리였기 때문에 그동안 쌓아온 전통과 규율들이 확실했고, 조그마한 방식의 변화도 쉽게 수용되지 못하는 분위기였습니다.그동안 피드백은 항상 구두로 진행되었고, 서기 역할을 맡은 사람이 글로 작성하여 정리하는 방식이었습니다. 하지만 구두로 개인의 의견을 말함에 있어서 할 말을 제대로 하지 못하는 구성원이 생겼고, 눈에 띄는 지표가 없어 확실한 개선방향에 대해 이야기하기가 힘들었습니다.그래서 토론 직후에 곧바로 적용할 수 있는 설문 조사지를 고안하였습니다. 사회자에 대한 평가, 토론에 대한 만족도 등에 대해 평가점수를 매길 수 있게 적용했습니다. 물론 설문조사라는 낯선 방식에다가 개개인을 점수로 평가하는 항목이 있어 처음에는 선배들의 반발이 많았습니다.저는 선배들과 개별적인 연락을 통해 2달여간 시범적으로 운영할 수 있도록 합의를 이끌어 내었고, 그동안 반항이 있을 수 있는 설문항목들에 대해서는 공개적으로 의견을 받고 수정했습니다.이후 의도했던 대로 피드백 의견이 보기 쉬워졌고, 개선방향을 찾기도 수월해졌습니다. 그러나 전통적으로 행해졌던 방식 역시 합리적인 의사결정으로 이루어졌던 것이었음을 간과했었습니다.설문조사식의 피드백은 큼직큼직한 문제들은 금방 파악할 수 있었던 반면, 토론이라는 의사소통에 대해 세부적인 문제까지 끄집어내는 것에는 한계가 있다는 것을 깨달았습니다. 이 후 설문조사 항목에는 서술형 응답을 유도하는 질문이 추가되었고, 따로 운영위원들끼리 구두로 피드백을 할 수 있는 자리를 만들게 되었습니다.그 때의 경험을 통해 저는 시대와 현재의 구성원에 맞는 변화가 꾸준히 시도되어야한다는 점을 느꼈습니다. 한편으로는 그동안 관습적으로 행해졌던 방식 역시 합리적인 이유가 있다는 것을 깨닫는 계기가 되었습니다.","독서토론 동아리 회장으로 일하던 중 토론에 대한 피드백 방식에 문제점이 있다는 것을 느꼈습니다. '사암'이라는 동아리는 올 해로 50년이 된 동아리였기 때문에 그동안 쌓아온 전통과 규율들이 확실했고, 조그마한 방식의 변화도 쉽게 수용되지 못하는 분위기였습니다. 그래서 토론 직후에 곧바로 적용할 수 있는 설문 조사지를 고안하였습니다."
[13],팀워크를 발휘하여 공동의 목표 달성에 기여한 경험에 대해 기술하시오.,"고급영어 수업에서 팀별 토론에서 조율을 통해 마찰을 극복하고 공동의 목표달성에 기여한 경험이 있습니다. 해당 토론수업에서 저는 팀원으로서 자료조사를 맡았습니다. 이후 토론을 준비하던 중, 팀원 한 명의 준비와 태도가 미흡하였습니다. 이를 지적한 팀장과 해당 팀원 간 갈등이 빚어졌고, 그 결과 준비가 미흡했던 팀원은 팀에서 나갈 것을 주장하였습니다. 저는 조별수업의 경우 팀워크와 갈등조정 또한 평가의 한 부분이라고 생각하여 팀장과 팀원을 설득하였습니다. 팀원을 설득할 때에는 취업준비로 바빴던 해당 팀원의 상황을 이해하고 있음을 표현하고, 팀장을 설득할 때에는 팀장으로서 가지는 책임감에 대해 깊이 공감하며 갈등을 빚은 팀장과 팀원이 서로의 상황을 공감할 수 있도록 조율하였습니다. 그리고 해당 팀원이 맡은 업무 일부분을 제가 추가로 분담하였고, 그 결과 발표를 성공적으로 마칠 수 있었습니다. 이러한 경험을 바탕으로 삼양식품 입사 후에도 적극적 조율자가 될 수 있도록 노력하겠습니다.",고급영어 수업에서 팀별 토론에서 조율을 통해 마찰을 극복하고 공동의 목표달성에 기여한 경험이 있습니다. 이러한 경험을 바탕으로 삼양식품 입사 후에도 적극적 조율자가 될 수 있도록 노력하겠습니다.
[2],해당 직무에 지원한 사유 및 직무 수행에 적합하다고 생각되는 근거를 본인의 전공 및 경험 등에 연계하여 서술해 주시기 바랍니다.,"`가치 있는 도약에 함께 하고 싶습니다`기술의 큰 혜택을 누릴 수 있는 사회에서 진정한 `사회적 환원`은 자신의 기술을 가치창출을 위해 사용한는 것이라고 생각합니다. 저는 미래성장동력 확보를 위한 지능형, 친환경 자동차 핵심 부품 시장에서 선점하고 있는 현대모비스의 사회적 기여를 높게 생각하였고, 그 방향성에 있어서 제 가치관과 부합하기에 지원하였습니다.[직무역량]인턴 활동으로 글로벌 의사 소통 능력과 협업 역량을 길러왔습니다. 미국 카드회사 IT부서에서 일하면서 에이전트 분들을 위한 포탈사이트 개발 프로젝트를 맡았습니다. 사외 에이전트 분들은 사내 ERP시스템에 접근할 수 없어서, 에이전트 분들에게 필요한 ERP내 데이터 부분을 메뉴화하여 포탈사이트를 구성 하였습니다.미국 전역 800여명의 에이전트 분들을 관리하는 각 브랜치로부터 필요한 내용과 구성방식을 위해 매주 회의를 하였지만 각기 다른 문화를 가진 분들과 영어로 진행되는 회의흐름을 쫓아가기가 힘들었습니다.저는 이러한 부족한 부분을 채우기 위해서 요구사항과 구성방식에 대한 몇 가지 포탈페이지 예시를 준비해갔습니다. 직관적인 시각자료를 보면서 함께 포탈페이지를 만들어나가는 협업기반의 회의 방식은 추상적인 요구사항을 회의 이후 정리하여 개발하던 이전 방식에 비해 생산적이었습니다.또한 브랜치 분들도 더욱 생산적으로 회의에 임해주셨고, 다양한 요구사항을 제시해 주셨습니다. 이로 인해 프로젝트는 순조롭게 진행되었고, 완성도 높은 사이트를 개발할 수 있었습니다.이 경험을 통해 IT지원 서비스는 클라이언트와의 소통을 위한 노력에서부터 시작한다는 것과 이러한 노력이 곧 IT지원 업무 효율로 이어진다는 것을 깨달았습니다.저의 직무 역량으로 현대모비스 사내의 요구 사항들을 정확히 파악하기 위해 적극적으로 노력하고, 이를 토대로 효율을 극대화한 업무 프로세스를 이끌어내겠습니다.","저는 미래성장동력 확보를 위한 지능형, 친환경 자동차 핵심 부품 시장에서 선점하고 있는 현대모비스의 사회적 기여를 높게 생각하였고, 그 방향성에 있어서 제 가치관과 부합하기에 지원하였습니다. [직무역량]인턴 활동으로 글로벌 의사 소통 능력과 협업 역량을 길러왔습니다."
[2],"당신의 전공 분야와 융합했을 때, 가장 높은 시너지를 낼 수 있는 분야를 선택하고, 그 이유와 예상되는 시너지 효과에 대해 기술하시오.","""시장조사 능력+중국 산업자재 시장의 고성장=신규 고객 확보""중국 대학교에서 사회학을 전공하며 시장조사 역량과 정량/정성 설문지 및 인터뷰 진행 역량을 키웠습니다. 이는 시장 환경 분석과 고객 Needs파악에 도움이 될 것입니다.가장 높은 시너지를 내기 위해서는 연평균 20%의 성장률을 보이는 중국 타이어시장을 주목해야 합니다. 이는 다양한 중국 로컬업체의 등장과 세계 타이어시장이 중국을 핵심으로 성장할 것을 예상캐합니다. 따라서 중국 타이어시장의 M/S를 확보하는 것은 매출실적 향상과 사업 안정화를 위한 하나의 방법입니다. 중국 유학경험과 전공지식을 접목하여 급변하는 중국 타이어 시장을 분석하고 기존 고객의 Needs를 파악하겠습니다. 또한, 적시적소에 코오롱인더스트리의 제품을 제안하여 신규 고객 발굴에도 긍정적인 효과를 가져오겠습니다.",중국 대학교에서 사회학을 전공하며 시장조사 역량과 정량/정성 설문지 및 인터뷰 진행 역량을 키웠습니다. 이는 시장 환경 분석과 고객 Needs파악에 도움이 될 것입니다.
