answer_log_id,timestamp,answer_id,rectype_id,user_id
1037,"2023-01-27 07:57:58.397744",a005478,7000002,74
1038,"2023-01-27 07:58:06.567921",a005477,7000002,74
1039,"2023-01-27 07:58:10.613441",a005477,7000002,74
1040,"2023-01-27 07:58:11.942553",a005478,7000002,74
1041,"2023-01-27 07:59:21.907045",a003548,7000001,74
1042,"2023-01-27 07:59:27.240521",a008472,7000001,74
1043,"2023-01-27 07:59:29.191507",a011845,7000001,74
1044,"2023-01-27 07:59:30.503611",a011223,7000001,74
1045,"2023-01-27 08:13:10.682490",a009686,7000005,69
1046,"2023-01-27 08:13:48.917572",a015734,7000006,69
1047,"2023-01-27 08:13:55.335871",a009911,7000001,73
1048,"2023-01-27 08:13:58.690389",a001285,7000003,69
1049,"2023-01-27 08:14:05.944858",a000271,7000002,69
1050,"2023-01-27 08:14:09.009252",a006684,7000001,69
1051,"2023-01-27 08:14:12.447131",a016187,7000001,69
1052,"2023-01-27 08:14:20.168726",a006684,7000001,69
1053,"2023-01-27 08:14:23.487133",a001617,7000001,69
1054,"2023-01-27 08:19:20.851653",a001617,7000001,69
1055,"2023-01-27 08:43:09.292001",a013777,7000002,12
1056,"2023-01-27 08:44:13.370503",a013777,7000002,12
1057,"2023-01-27 08:44:35.260379",a010751,7000003,12
1058,"2023-01-27 08:45:42.445607",a011900,7000003,12
1059,"2023-01-27 08:45:48.933777",a009220,7000001,75
1060,"2023-01-27 08:45:52.461879",a013778,7000002,12
1061,"2023-01-27 08:54:47.278567",a006815,7000001,76
1062,"2023-01-27 08:54:55.263091",a013533,7000001,76
1063,"2023-01-27 09:05:33.352600",a012868,7000002,77
1064,"2023-01-27 09:05:57.446682",a004157,7000001,77
1065,"2023-01-27 09:09:55.793870",a005294,7000001,78
1066,"2023-01-27 09:41:11.773268",a003296,7000004,81
1067,"2023-01-27 09:41:18.835326",a004024,7000003,81
1068,"2023-01-27 09:42:23.895271",a003937,7000001,80
1069,"2023-01-27 09:43:03.036927",a014964,7000001,63
1070,"2023-01-27 09:43:15.187095",a008207,7000001,63
1071,"2023-01-27 09:43:17.408472",a007043,7000001,63
1072,"2023-01-27 09:43:23.343541",a014964,7000001,63
1073,"2023-01-27 09:43:26.068873",a007043,7000001,63
1074,"2023-01-27 09:43:29.710076",a010697,7000001,63
1075,"2023-01-27 09:43:31.517555",a014964,7000002,63
1076,"2023-01-27 09:43:33.678479",a008207,7000002,63
1077,"2023-01-27 09:43:39.882678",a008208,7000002,63
1078,"2023-01-27 09:43:41.922550",a003442,7000003,63
1079,"2023-01-27 09:43:43.949458",a008207,7000003,63
1080,"2023-01-27 09:43:45.653372",a007047,7000003,63
1081,"2023-01-27 09:44:00.012845",a008208,7000002,63
1082,"2023-01-27 09:44:18.134346",a008208,7000002,63
1083,"2023-01-27 09:44:21.509474",a008208,7000002,63
1084,"2023-01-27 09:44:23.149793",a014966,7000002,63
1085,"2023-01-27 09:44:25.378529",a003937,7000003,63
1086,"2023-01-27 09:44:27.182494",a009931,7000005,63
1087,"2023-01-27 09:51:40.103108",a008993,7000003,82
1088,"2023-01-27 09:54:21.469136",a011113,7000001,10
1089,"2023-01-27 09:54:47.487227",a002977,7000001,10
1090,"2023-01-27 10:11:42.294161",a001172,7000001,83
1091,"2023-01-27 10:11:48.667465",a005477,7000001,83
1092,"2023-01-27 10:11:51.504318",a001172,7000002,83
1093,"2023-01-27 10:11:59.216387",a002234,7000003,83
1094,"2023-01-27 10:13:41.891595",a012815,7000001,84
1095,"2023-01-27 10:13:44.193680",a003509,7000006,83
1096,"2023-01-27 10:13:48.089793",a016803,7000001,84
1097,"2023-01-27 10:13:51.226667",a009717,7000001,85
1098,"2023-01-27 10:17:21.683328",a013976,7000001,85
1099,"2023-01-27 10:17:27.024115",a016375,7000001,85
1100,"2023-01-27 10:18:09.823565",a013571,7000002,85
1101,"2023-01-27 10:18:21.405281",a009548,7000003,85
1102,"2023-01-27 10:18:54.928283",a009930,7000005,85
1103,"2023-01-27 10:18:55.446148",a013895,7000001,86
1104,"2023-01-27 10:19:04.794502",a013895,7000001,86
1105,"2023-01-27 10:19:11.007665",a009686,7000005,86
1106,"2023-01-27 10:19:15.073626",a015734,7000006,86
1107,"2023-01-27 10:19:17.394808",a000711,7000006,85
1108,"2023-01-27 10:19:21.435174",a010167,7000006,85
1109,"2023-01-27 10:20:30.091565",a015016,7000004,85
1110,"2023-01-27 10:20:35.961756",a015047,7000002,84
1111,"2023-01-27 10:20:36.051678",a001777,7000001,85
1112,"2023-01-27 10:20:45.936706",a007458,7000001,84
1113,"2023-01-27 10:20:51.070465",a010200,7000001,84
1114,"2023-01-27 10:21:05.964753",a016375,7000001,85
1115,"2023-01-27 10:21:10.282744",a002722,7000002,85
1116,"2023-01-27 10:21:13.835454",a010514,7000003,85
1117,"2023-01-27 10:21:18.310103",a004376,7000004,85
1118,"2023-01-27 10:21:20.354107",a006675,7000004,85
1119,"2023-01-27 10:21:23.755015",a011206,7000001,87
1120,"2023-01-27 10:21:59.255140",a007646,7000001,87
1121,"2023-01-27 10:22:03.014376",a015325,7000006,84
1122,"2023-01-27 10:22:14.514731",a015459,7000002,84
1123,"2023-01-27 10:23:24.627908",a015957,7000002,84
1124,"2023-01-27 10:25:02.358235",a003729,7000001,84
1125,"2023-01-27 10:25:49.325130",a001370,7000004,84
1126,"2023-01-27 10:26:09.627235",a003688,7000004,84
1127,"2023-01-27 10:28:16.772148",a016693,7000001,88
1128,"2023-01-27 10:28:31.328324",a010513,7000003,85
1129,"2023-01-27 10:28:33.332509",a009928,7000005,88
1130,"2023-01-27 11:18:09.203995",a007419,7000003,50
1131,"2023-01-27 11:18:33.692973",a002079,7000003,50
1132,"2023-01-27 11:19:25.819512",a009583,7000003,50
1133,"2023-01-27 11:19:56.549166",a009685,7000002,50
1134,"2023-01-27 12:13:15.054088",a006113,7000001,90
1135,"2023-01-27 12:13:29.645806",a008169,7000001,90
1136,"2023-01-27 12:13:34.756888",a015734,7000006,90
1137,"2023-01-27 12:13:48.720611",a002973,7000005,90
1138,"2023-01-27 12:13:56.104707",a009686,7000005,90
1139,"2023-01-27 12:36:49.202178",a003688,7000004,84
1140,"2023-01-27 12:37:00.234820",a009930,7000005,84
1141,"2023-01-27 12:39:07.290553",a009931,7000005,40
1142,"2023-01-27 12:40:32.082355",a007635,7000001,40
1143,"2023-01-27 12:43:38.501187",a013634,7000005,84
1144,"2023-01-27 12:43:56.973713",a009583,7000003,84
1145,"2023-01-27 12:45:20.703677",a002402,7000002,91
1146,"2023-01-27 12:47:02.696770",a007272,7000001,91
1147,"2023-01-27 12:47:18.900616",a009793,7000001,91
1148,"2023-01-27 12:47:34.189517",a005291,7000001,91
1149,"2023-01-27 12:59:17.071522",a000569,7000003,84
1150,"2023-01-27 14:31:48.043959",a012614,7000004,93
1151,"2023-01-27 14:31:58.147743",a016432,7000003,93
1152,"2023-01-27 15:01:10.294442",a012890,7000001,84
1153,"2023-01-27 15:01:19.545913",a011198,7000001,84
1154,"2023-01-27 15:01:36.979139",a001399,7000002,84
1155,"2023-01-27 15:01:45.646515",a006380,7000003,84
1156,"2023-01-27 17:24:40.283287",a001459,7000001,94
1157,"2023-01-27 17:25:04.757682",a006358,7000001,94
1158,"2023-01-27 17:25:20.299669",a010476,7000001,94
1159,"2023-01-28 04:34:54.765993",a016013,7000001,95
1160,"2023-01-28 06:18:20.125716",a002711,7000001,96
1161,"2023-01-28 06:18:31.672579",a010507,7000002,96
1162,"2023-01-28 06:18:38.724313",a002711,7000001,96
1163,"2023-01-28 06:18:51.426916",a002719,7000001,96
1164,"2023-01-28 06:18:56.338825",a002606,7000001,96
1165,"2023-01-28 06:20:09.311821",a007795,7000004,96
1166,"2023-01-28 11:06:44.355966",a012882,7000001,97
1167,"2023-01-28 11:22:34.946791",a008188,7000001,98
1168,"2023-01-28 14:06:54.491012",a004369,7000001,100
1169,"2023-01-28 14:07:09.677179",a012204,7000001,100
1170,"2023-01-28 14:07:26.949969",a000831,7000002,100
1171,"2023-01-28 14:08:07.038419",a003308,7000002,100
1172,"2023-01-28 14:08:09.556659",a001892,7000005,99
1173,"2023-01-28 14:08:19.542833",a006361,7000003,100
1174,"2023-01-28 14:08:25.721389",a006856,7000001,99
1175,"2023-01-28 14:12:02.528716",a003303,7000001,99
1176,"2023-01-28 14:12:15.418943",a012090,7000001,99
1177,"2023-01-28 14:12:24.304056",a014380,7000003,99
1178,"2023-01-28 14:52:58.523789",a011307,7000001,101
1179,"2023-01-28 14:53:21.928566",a016192,7000002,101
1180,"2023-01-28 14:53:29.142874",a006751,7000003,101
1181,"2023-01-28 14:53:37.571717",a011307,7000003,101
1182,"2023-01-28 14:53:43.547905",a006751,7000003,101
1183,"2023-01-28 14:53:57.262369",a003145,7000003,101
1184,"2023-01-28 14:54:08.205221",a000086,7000004,101
1185,"2023-01-28 14:54:16.802754",a000858,7000005,101
1186,"2023-01-28 14:54:21.689843",a000858,7000005,101
1187,"2023-01-28 15:44:33.269030",a009534,7000005,100
1188,"2023-01-29 01:17:33.522242",a002738,7000002,40
1189,"2023-01-29 01:17:47.468645",a014099,7000002,40
1190,"2023-01-29 01:18:07.582593",a000086,7000004,40
1191,"2023-01-29 01:19:45.728637",a013634,7000005,40
